primary_key,table_name,table_type,column_names,type,relationship_kind,primary_key_reference,schema_name,table_primary_key
3892,BV_SALES_ORDER_TV,VIEW,BILL_TO_CUSTOMER_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,198
3893,BV_SALES_ORDER_TV,VIEW,SOLD_TO_CUSTOMER_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,198
3894,BV_SALES_ORDER_TV,VIEW,RU_BK_ORIG_SALES_ORDER_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,198
3895,BV_SALES_ORDER_TV,VIEW,EDW_CREATE_USER,VARCHAR(30),COLUMN,N,CPS_DSCI_EBV,198
3896,BV_SALES_ORDER_TV,VIEW,EDW_UPDATE_USER,VARCHAR(30),COLUMN,N,CPS_DSCI_EBV,198
3897,BV_SALES_ORDER_TV,VIEW,EDW_CREATE_DATETIME,TIMESTAMP_NTZ(0),COLUMN,N,CPS_DSCI_EBV,198
3898,BV_SALES_ORDER_TV,VIEW,EDW_UPDATE_DATETIME,TIMESTAMP_NTZ(0),COLUMN,N,CPS_DSCI_EBV,198
3899,BV_SALES_ORDER_TV,VIEW,ORDER_CYCLE_STATUS_CD,VARCHAR(30),COLUMN,N,CPS_DSCI_EBV,198
3900,BV_SALES_ORDER_TV,VIEW,SO_CREATED_BY_ERP_USER_NAME,VARCHAR(70),COLUMN,N,CPS_DSCI_EBV,198
3901,BV_SALES_ORDER_TV,VIEW,SO_MODIFIED_BY_ERP_USER_NAME,VARCHAR(70),COLUMN,N,CPS_DSCI_EBV,198
3902,BV_SALES_ORDER_TV,VIEW,CUSTOMER_ACCEPTANCE_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,198
3903,BV_SALES_ORDER_TV,VIEW,SALES_ORDER_PROGRAM_TYPE_NAME,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,198
3904,BV_SALES_ORDER_TV,VIEW,ORIGINATED_QTC_VIA_CG1_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,198
3905,BV_SALES_ORDER_TV,VIEW,XCAT_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,198
3906,BV_SALES_ORDER_TV,VIEW,MIGRATION_TRX_SRC_CD,VARCHAR(3),COLUMN,N,CPS_DSCI_EBV,198
3907,BV_SALES_ORDER_TV,VIEW,SK_OPL_HEADER_ID_INT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,198
3908,BV_SALES_ORDER_TV,VIEW,SK_SBP_ORDER_ID_INT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,198
3909,BV_SALES_ORDER_TV,VIEW,BK_WEB_ORDER_ID,VARCHAR(30),COLUMN,N,CPS_DSCI_EBV,198
3910,BV_SALES_ORDER_TV,VIEW,ORDER_SOURCE_APPLCTN_NAME,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,198
3911,BV_SALES_ORDER_TV,VIEW,ACCOUNT_TYPE_CD,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,198
3912,BV_SALES_ORDER_TV,VIEW,BILL_TO_PARTNER_SITE_PARTY_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,198
3913,BV_SALES_ORDER_TV,VIEW,SUMMARY_ORDER_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,198
3914,BV_SALES_ORDER_TV,VIEW,SUMMARY_ORDER_TYPE_NAME,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,198
3915,BV_SALES_ORDER_TV,VIEW,ACQUISITION_ORDER_ORIGIN_CD,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,198
3916,BV_SALES_ORDER_TV,VIEW,ACQUISITION_ROLE,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,198
3917,BV_SALES_ORDER_TV,VIEW,MIGRATED_ORDER_OFFER_TYPE_CD,VARCHAR(20),COLUMN,N,CPS_DSCI_EBV,198
3918,BV_SALES_ORDER_TV,VIEW,ACQUISTION_OPPORTUNITY_ID,VARCHAR(100),COLUMN,N,CPS_DSCI_EBV,198
3919,BV_SALES_ORDER_TV,VIEW,ACQUISITION_CAPTURE_ID,VARCHAR(100),COLUMN,N,CPS_DSCI_EBV,198
3920,BV_SALES_ORDER_TV,VIEW,EDWSF_BATCH_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,198
3921,BV_SALES_ORDER_TV,VIEW,EDWSF_CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_EBV,198
3922,BV_SALES_ORDER_TV,VIEW,EDWSF_CREATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,198
3923,BV_SALES_ORDER_TV,VIEW,EDWSF_UPDATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_EBV,198
3924,BV_SALES_ORDER_TV,VIEW,EDWSF_UPDATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,198
3925,BV_SALES_ORDER_TV,VIEW,EDWSF_SOURCE_DELETED_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,198
3926,BV_SALES_ORDER_TV,VIEW,BK_WIPS_ORIGINATOR_ID_INT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,198
3927,BV_SALES_ORDER_TV,VIEW,DISTRI_EXTERNAL_SO_NUM,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,198
3928,BV_SALES_ORDER_TV,VIEW,SOLD_FOR_NET_PRICE_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,198
3929,BV_SALES_ORDER_TV,VIEW,PARTNER_BILL_TO_CUST_PRTY_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,198
3930,BV_SALES_ORDER_TV,VIEW,ORDER_ORIGIN_CD,VARCHAR(30),COLUMN,N,CPS_DSCI_EBV,198
3931,BV_SALES_ORDER_TV,VIEW,MASTER_AGENT_BE_GEO_ID_INT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,198
3932,BV_SALES_ORDER_TV,VIEW,EXTERNAL_SUB_AGENT_ID,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,198
3933,BV_SALES_ORDER_TV,VIEW,BILLING_SCHEDULE_TYPE_NAME,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,198
3934,BV_SALES_ORDER_TV,VIEW,BILLING_TERM_NAME,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,198
3935,BV_SALES_ORDER_TV,VIEW,FLEX_UP_AUTO_TRANS_FLOW_CD,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,198
3936,BV_SALES_ORDER_TV,VIEW,DV_CONFIGURATION_TYPE_CD,VARCHAR(30),COLUMN,N,CPS_DSCI_EBV,198
3937,BV_SALES_ORDER_TV,VIEW,AUTO_RENEWAL_ELIGIBLE_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,198
3938,BV_SALES_ORDER_TV,VIEW,PERD_BLNG_INVC_SCHD_CREATD_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,198
3939,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,SMART_ACCOUNTS_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,199
3940,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,DOMAIN_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,199
3941,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,TOP_LEVEL_DOMAIN,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,199
3942,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,STATUS,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,199
3943,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,ACTIVE_YORN,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,199
3944,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,BATCH_NUMBER,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,199
3945,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,EDWSF_BATCH_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,199
3946,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,EDWSF_CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_EBV,199
3947,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,EDWSF_CREATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,199
3948,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,EDWSF_UPDATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_EBV,199
3949,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,EDWSF_UPDATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,199
3950,BV_LICENSED_FEATURES_D,VIEW,LICENSED_FEATURE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,200
3951,BV_LICENSED_FEATURES_D,VIEW,FEATURE_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,200
3952,BV_LICENSED_FEATURES_D,VIEW,LICENSE_SKU,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,200
3953,BV_LICENSED_FEATURES_D,VIEW,SKU_TYPE,VARCHAR(31),COLUMN,N,CPS_DSCI_EBV,200
3954,BV_LICENSED_FEATURES_D,VIEW,LICENSE_TYPE,VARCHAR(31),COLUMN,N,CPS_DSCI_EBV,200
3955,BV_LICENSED_FEATURES_D,VIEW,ENTITLEMENT_TYPE,VARCHAR(31),COLUMN,N,CPS_DSCI_EBV,200
3956,BV_LICENSED_FEATURES_D,VIEW,LICENSING_TECHNOLOGY,VARCHAR(61),COLUMN,N,CPS_DSCI_EBV,200
3957,BV_LICENSED_FEATURES_D,VIEW,SUB_GROUP,VARCHAR(31),COLUMN,N,CPS_DSCI_EBV,200
3958,BV_LICENSED_FEATURES_D,VIEW,SUB_GROUP_DESCRIPTION,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,200
3959,BV_LICENSED_FEATURES_D,VIEW,SHARED_LICENSE_MAX_COUNT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,200
3960,BV_LICENSED_FEATURES_D,VIEW,NUMBER_OF_REHOSTS,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,200
3961,BV_LICENSED_FEATURES_D,VIEW,PROVISION_ENABLED_YORN,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,200
3962,BV_LICENSED_FEATURES_D,VIEW,ACTIVE_YORN,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,200
3963,BV_LICENSED_FEATURES_D,VIEW,FEATURE_SOURCE_REFERENCE_ID,VARCHAR(128),COLUMN,N,CPS_DSCI_EBV,200
3964,BV_LICENSED_FEATURES_D,VIEW,FEATURE_SOURCE_SYSTEM,VARCHAR(10),COLUMN,N,CPS_DSCI_EBV,200
3965,BV_LICENSED_FEATURES_D,VIEW,LICENSE_SKU_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,200
3966,BV_LICENSED_FEATURES_D,VIEW,BATCH_NUMBER,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,200
3967,BV_LICENSED_FEATURES_D,VIEW,FEATURE_DISPLAY_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,200
3968,BV_LICENSED_FEATURES_D,VIEW,FEATURE_TYPE,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,200
3969,BV_LICENSED_FEATURES_D,VIEW,FEATURE_QUANTITY,FLOAT,COLUMN,N,CPS_DSCI_EBV,200
3970,BV_LICENSED_FEATURES_D,VIEW,PRODUCT_FAMILY,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,200
3971,BV_LICENSED_FEATURES_D,VIEW,LICENSE_SKU_DESCRIPTION,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,200
3972,BV_LICENSED_FEATURES_D,VIEW,FEATURE_ENTITLEMENT_TYPE,VARCHAR(100),COLUMN,N,CPS_DSCI_EBV,200
3973,BV_LICENSED_FEATURES_D,VIEW,FEATURE_DESCRIPTION,VARCHAR(400),COLUMN,N,CPS_DSCI_EBV,200
3974,BV_LICENSED_FEATURES_D,VIEW,LICENSE_SHARED_QUANTITY_RULE,VARCHAR(30),COLUMN,N,CPS_DSCI_EBV,200
3975,BV_LICENSED_FEATURES_D,VIEW,EDWSF_BATCH_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,200
3976,BV_LICENSED_FEATURES_D,VIEW,EDWSF_CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_EBV,200
3977,BV_LICENSED_FEATURES_D,VIEW,EDWSF_CREATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,200
3978,BV_LICENSED_FEATURES_D,VIEW,EDWSF_UPDATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_EBV,200
3979,BV_LICENSED_FEATURES_D,VIEW,EDWSF_UPDATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,200
3980,BV_LICENSE_DEVICES_D,VIEW,LICENSE_DEVICE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,201
3981,BV_LICENSE_DEVICES_D,VIEW,PRODUCT_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,201
3982,BV_LICENSE_DEVICES_D,VIEW,VIRTUAL_ACCOUNT_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,201
3983,BV_LICENSE_DEVICES_D,VIEW,SMART_ACCOUNT_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,201
3984,BV_LICENSE_DEVICES_D,VIEW,RMA_PREVIOUS_DEVICE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,201
3985,BV_LICENSE_DEVICES_D,VIEW,RMA_DEVICE_SOURCE_SYSTEM,VARCHAR(10),COLUMN,N,CPS_DSCI_EBV,201
3986,BV_LICENSE_DEVICES_D,VIEW,CISCO_DEVICE_YORN,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,201
3987,BV_LICENSE_DEVICES_D,VIEW,INSTANCE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,201
3988,BV_LICENSE_DEVICES_D,VIEW,DERIVED_SERIAL_NUMBER,VARCHAR(2000),COLUMN,N,CPS_DSCI_EBV,201
3989,BV_LICENSE_DEVICES_D,VIEW,VERSION_ID,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,201
3990,BV_LICENSE_DEVICES_D,VIEW,HOST_ID,VARCHAR(2000),COLUMN,N,CPS_DSCI_EBV,201
3991,BV_LICENSE_DEVICES_D,VIEW,HOST_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,201
3992,BV_LICENSE_DEVICES_D,VIEW,UNIVERSAL_UNIQUE_ID,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,201
3993,BV_LICENSE_DEVICES_D,VIEW,LAST_CONTACT_DATE,DATE,COLUMN,N,CPS_DSCI_EBV,201
3994,BV_LICENSE_DEVICES_D,VIEW,IP_ADDRESS,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,201
3995,BV_LICENSE_DEVICES_D,VIEW,SOFTWARE_TAG_ID,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,201
3996,BV_LICENSE_DEVICES_D,VIEW,SMART_LICENSING_INSTANCE_ID,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,201
3997,BV_LICENSE_DEVICES_D,VIEW,CHASSIS_ID,VARCHAR(127),COLUMN,N,CPS_DSCI_EBV,201
3998,BV_LICENSE_DEVICES_D,VIEW,MAC_ADDRESS,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,201
3999,BV_LICENSE_DEVICES_D,VIEW,LICENSE_SERVER_HOST_ID,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,201
4000,BV_LICENSE_DEVICES_D,VIEW,LICENSE_SERVER_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,201
4001,BV_LICENSE_DEVICES_D,VIEW,SUB_GROUP,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,201
4002,BV_LICENSE_DEVICES_D,VIEW,CUSTOMER_PROVIDED_DEVICE_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_EBV,201
4003,BV_LICENSE_DEVICES_D,VIEW,SATELLITE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,201
4004,BV_LICENSE_DEVICES_D,VIEW,UDI_PID,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,201
4005,BV_LICENSE_DEVICES_D,VIEW,SUVI,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,201
4006,BV_LICENSE_DEVICES_D,VIEW,MEC_SERIAL_NUMBER,VARCHAR(2000),COLUMN,N,CPS_DSCI_EBV,201
4007,BV_LICENSE_DEVICES_D,VIEW,MODEL_NUMBER_ONE,VARCHAR(2000),COLUMN,N,CPS_DSCI_EBV,201
4008,BV_LICENSE_DEVICES_D,VIEW,MODEL_NUMBER_TWO,VARCHAR(2000),COLUMN,N,CPS_DSCI_EBV,201
4009,BV_LICENSE_DEVICES_D,VIEW,SECONDARY_HOST_ID,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,201
4010,BV_LICENSE_DEVICES_D,VIEW,SERIAL_NUMBER_ONE,VARCHAR(2000),COLUMN,N,CPS_DSCI_EBV,201
4011,BV_LICENSE_DEVICES_D,VIEW,SERIAL_NUMBER_TWO,VARCHAR(2000),COLUMN,N,CPS_DSCI_EBV,201
4012,BV_LICENSE_DEVICES_D,VIEW,REGISTRATION_DATE,TIMESTAMP_NTZ(7),COLUMN,N,CPS_DSCI_EBV,201
4013,BV_LICENSE_DEVICES_D,VIEW,ACTIVE_YORN,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,201
4014,BV_LICENSE_DEVICES_D,VIEW,UDI_SN,VARCHAR(2000),COLUMN,N,CPS_DSCI_EBV,201
4015,BV_LICENSE_DEVICES_D,VIEW,BATCH_NUMBER,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,201
4016,BV_LICENSE_DEVICES_D,VIEW,LATEST_DEVICE_YORN,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,201
4017,BV_LICENSE_DEVICES_D,VIEW,DEVICE_LICENSE_TYPE,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,201
4018,BV_LICENSE_DEVICES_D,VIEW,DEVICE_DESCRIPTION,VARCHAR(4000),COLUMN,N,CPS_DSCI_EBV,201
4019,BV_LICENSE_DEVICES_D,VIEW,EDWSF_BATCH_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,201
4020,BV_LICENSE_DEVICES_D,VIEW,EDWSF_CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_EBV,201
4021,BV_LICENSE_DEVICES_D,VIEW,EDWSF_CREATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,201
4022,BV_LICENSE_DEVICES_D,VIEW,EDWSF_UPDATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_EBV,201
4023,BV_LICENSE_DEVICES_D,VIEW,EDWSF_UPDATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,201
4024,SCM_VALIDATION_OUTPUT,BASE TABLE,PARQUET_RAW,VARIANT,COLUMN,N,CPS_DSCI_WI,202
4025,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CSD_DEF_ID,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR,203
4026,BV_CUSTOMER_SCOPE_DETAILS,VIEW,SMART_ACCOUNT_NAME,VARCHAR(255),COLUMN,N,CPS_BIA_BR,203
4027,BV_CUSTOMER_SCOPE_DETAILS,VIEW,SMART_ACCOUNT_ID,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR,203
4028,BV_CUSTOMER_SCOPE_DETAILS,VIEW,SA_DOMAIN_NAME,VARCHAR(255),COLUMN,N,CPS_BIA_BR,203
4029,BV_CUSTOMER_SCOPE_DETAILS,VIEW,GU_PRIMARY_NAME,VARCHAR(720),COLUMN,N,CPS_BIA_BR,203
4030,BV_CUSTOMER_SCOPE_DETAILS,VIEW,GU_PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR,203
4031,BV_CUSTOMER_SCOPE_DETAILS,VIEW,HQ_PRIMARY_NAME,VARCHAR(255),COLUMN,N,CPS_BIA_BR,203
4032,BV_CUSTOMER_SCOPE_DETAILS,VIEW,HQ_PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR,203
4033,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BRANCH_PARTY_NAME,VARCHAR(255),COLUMN,N,CPS_BIA_BR,203
4034,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BRANCH_PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR,203
4035,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BR_SALES_ORDER_COUNT,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR,203
4036,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BR_INSTALL_BASE_ID_COUNT,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR,203
4037,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BR_SW_GPL_AMT,"NUMBER(38,2)",COLUMN,N,CPS_BIA_BR,203
4038,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BR_HW_GPL_AMT,"NUMBER(38,2)",COLUMN,N,CPS_BIA_BR,203
4039,BV_CUSTOMER_SCOPE_DETAILS,VIEW,SAVM_NAME,VARCHAR(720),COLUMN,N,CPS_BIA_BR,203
4040,BV_CUSTOMER_SCOPE_DETAILS,VIEW,SAVM_ID,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR,203
4041,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CAV_NAME,VARCHAR(720),COLUMN,N,CPS_BIA_BR,203
4042,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CAV_ID,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR,203
4043,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CAV_BU_NAME,VARCHAR(720),COLUMN,N,CPS_BIA_BR,203
4044,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CAV_BU_ID,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR,203
4045,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CISCO_OPERATING_UNIT,VARCHAR(720),COLUMN,N,CPS_BIA_BR,203
4046,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_SITE_NAME,VARCHAR(720),COLUMN,N,CPS_BIA_BR,203
4047,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_SITE_ID,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR,203
4048,BV_CUSTOMER_SCOPE_DETAILS,VIEW,IS_SW_GPL_AMT,"NUMBER(38,2)",COLUMN,N,CPS_BIA_BR,203
4049,BV_CUSTOMER_SCOPE_DETAILS,VIEW,IS_HW_GPL_AMT,"NUMBER(38,2)",COLUMN,N,CPS_BIA_BR,203
4050,BV_CUSTOMER_SCOPE_DETAILS,VIEW,IS_SALES_ORDER_COUNT,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR,203
4051,BV_CUSTOMER_SCOPE_DETAILS,VIEW,IS_INSTALL_BASE_ID_COUNT,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR,203
4052,BV_CUSTOMER_SCOPE_DETAILS,VIEW,ACTIVE_FLAG,VARCHAR(20),COLUMN,N,CPS_BIA_BR,203
4053,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CREATED_DATETIME,TIMESTAMP_NTZ(9),COLUMN,N,CPS_BIA_BR,203
4054,BV_CUSTOMER_SCOPE_DETAILS,VIEW,UPDATE_DATETIME,TIMESTAMP_NTZ(9),COLUMN,N,CPS_BIA_BR,203
4055,BV_CUSTOMER_SCOPE_DETAILS,VIEW,TAGS,VARCHAR(255),COLUMN,N,CPS_BIA_BR,203
4056,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_COUNTRY,VARCHAR(255),COLUMN,N,CPS_BIA_BR,203
4057,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_SITE_LINE_1_ADDR,VARCHAR(255),COLUMN,N,CPS_BIA_BR,203
4058,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_SITE_CITY,VARCHAR(255),COLUMN,N,CPS_BIA_BR,203
4059,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_SITE_STATE,VARCHAR(255),COLUMN,N,CPS_BIA_BR,203
4060,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_SITE_POSTAL_CD,VARCHAR(255),COLUMN,N,CPS_BIA_BR,203
4061,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_SITE_STATUS,VARCHAR(255),COLUMN,N,CPS_BIA_BR,203
4062,BV_CUSTOMER_SCOPE_DETAILS,VIEW,L6_SALES_TERRITORY_DESCR,VARCHAR(16777216),COLUMN,N,CPS_BIA_BR,203
4063,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BRANCH_ADDRESS,VARCHAR(16777216),COLUMN,N,CPS_BIA_BR,203
4064,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BRANCH_CITY,VARCHAR(16777216),COLUMN,N,CPS_BIA_BR,203
4065,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BRANCH_STATE,VARCHAR(16777216),COLUMN,N,CPS_BIA_BR,203
4066,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BRANCH_COUNTRY,VARCHAR(16777216),COLUMN,N,CPS_BIA_BR,203
4067,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BRANCH_ZIP_CD,VARCHAR(16777216),COLUMN,N,CPS_BIA_BR,203
4068,BV_CUSTOMER_SCOPE_DETAILS,VIEW,MD5_KEY,VARCHAR(255),COLUMN,N,CPS_BIA_BR,203
4069,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CSD_SEARCH_ID,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR,203
4070,BV_CUSTOMER_SCOPE_DETAILS,VIEW,NEW_RECORD_FLG,VARCHAR(20),COLUMN,N,CPS_BIA_BR,203
4071,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INVALID_RECORD_FLG,VARCHAR(20),COLUMN,N,CPS_BIA_BR,203
4072,DATA_CANVAS_USER_ROLE_V,VIEW,CEC_ID,VARCHAR(50),COLUMN,N,CPS_BIA_BR,204
4073,DATA_CANVAS_USER_ROLE_V,VIEW,ROLE,VARCHAR(50),COLUMN,N,CPS_BIA_BR,204
4074,DATA_CANVAS_USER_ROLE_V,VIEW,CREATED_BY,VARCHAR(50),COLUMN,N,CPS_BIA_BR,204
4075,DATA_CANVAS_USER_ROLE_V,VIEW,CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_BIA_BR,204
4076,DATA_CANVAS_USER_ROLE_V,VIEW,UPDATED_BY,VARCHAR(50),COLUMN,N,CPS_BIA_BR,204
4077,DATA_CANVAS_USER_ROLE_V,VIEW,UPDATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_BIA_BR,204
4078,DC_CURRENT_SNAP_SAV,VIEW,PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,205
