primary_key,table_name,table_type,column_names,type,relationship_kind,primary_key_reference,schema_name,table_primary_key
2017,DEMO_MASTER_SITE_1,BASE TABLE,GU_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,142
2018,DEMO_MASTER_SITE_1,BASE TABLE,GU_NAME,VARCHAR(500),COLUMN,N,CPS_DSCI_API,142
2019,DEMO_MASTER_SITE_1,BASE TABLE,CR_PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,142
2020,DEMO_MASTER_SITE_1,BASE TABLE,HAS_HOLDS,VARCHAR(8),COLUMN,N,CPS_DSCI_API,142
2021,DEMO_MASTER_SITE_1,BASE TABLE,IB_COUNT_NEVER_COVERED,"NUMBER(13,0)",COLUMN,N,CPS_DSCI_API,142
2022,DEMO_MASTER_SITE_1,BASE TABLE,IB_COUNT_UNCOVERED,"NUMBER(13,0)",COLUMN,N,CPS_DSCI_API,142
2023,DEMO_MASTER_SITE_1,BASE TABLE,IB_COUNT_COVERED,"NUMBER(13,0)",COLUMN,N,CPS_DSCI_API,142
2024,DEMO_MASTER_SITE_1,BASE TABLE,IB_COUNT_COVERABLE,"NUMBER(13,0)",COLUMN,N,CPS_DSCI_API,142
2025,DEMO_MASTER_SITE_1,BASE TABLE,UNITS,"NUMBER(18,0)",COLUMN,N,CPS_DSCI_API,142
2026,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,GU_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,143
2027,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,SITE_USE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,143
2028,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,CR_PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,143
2029,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,143
2030,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,INSTALL_SITE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,143
2031,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,CUSTOMER_ID,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2032,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,ADDRESS_ID,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2033,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,SITE_USE_ORG_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,143
2034,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,SITE_BUSINESS_ENTITY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2035,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,ADDRESS1,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2036,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,ADDRESS2,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2037,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,ADDRESS3,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2038,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,CITY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2039,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,STATE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2040,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,COUNTRY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2041,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,SHORT_LABEL,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2042,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,CLEANSING_MESSAGE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2043,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,CLEANSING_STATUS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2044,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,COMPLETENESS_STATUS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2045,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,HAS_HOLDS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2046,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,X_MIN,FLOAT,COLUMN,N,CPS_DSCI_API,143
2047,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,X_MAX,FLOAT,COLUMN,N,CPS_DSCI_API,143
2048,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,Y_MIN,FLOAT,COLUMN,N,CPS_DSCI_API,143
2049,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,Y_MAX,FLOAT,COLUMN,N,CPS_DSCI_API,143
2050,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,X_DIFF,FLOAT,COLUMN,N,CPS_DSCI_API,143
2051,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,Y_DIFF,FLOAT,COLUMN,N,CPS_DSCI_API,143
2052,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,X_DIFF_HS,FLOAT,COLUMN,N,CPS_DSCI_API,143
2053,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,Y_DIFF_HS,FLOAT,COLUMN,N,CPS_DSCI_API,143
2054,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,GEO_JITTER_DIFF_MEAN_SQR_METER,FLOAT,COLUMN,N,CPS_DSCI_API,143
2055,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,IB_COUNT_COVERED,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,143
2056,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,IB_COUNT_UNCOVERED,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,143
2057,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,IB_COUNT_NEVER_COVERED,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,143
2058,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,IB_COUNT_TOTAL,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,143
2059,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,IB_COUNT_COVERABLE,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,143
2060,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,GEO_PRECISION,FLOAT,COLUMN,N,CPS_DSCI_API,143
2061,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,GEO_PRECISION_INVERTED,FLOAT,COLUMN,N,CPS_DSCI_API,143
2062,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,RANK,FLOAT,COLUMN,N,CPS_DSCI_API,143
2063,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,LOCATION_SCORE,FLOAT,COLUMN,N,CPS_DSCI_API,143
2064,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,PLACE_ADDR,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2065,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,ADDR_TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2066,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,LONGITUDE,FLOAT,COLUMN,N,CPS_DSCI_API,143
2067,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,LATITUDE,FLOAT,COLUMN,N,CPS_DSCI_API,143
2068,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,DBSCAN_AVERAGE_EUCLIDEAN_DISTANCE_FROM_CENTROID_POINT,FLOAT,COLUMN,N,CPS_DSCI_API,143
2069,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,DBSCAN_AVERAGE_HAVERSINE_DISTANCE_TO_CENTROID_METER,FLOAT,COLUMN,N,CPS_DSCI_API,143
2070,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,DBSCAN_AVERAGE_LOCATION_SCORE,FLOAT,COLUMN,N,CPS_DSCI_API,143
2071,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,DBSCAN_CLUSTER_CENTROID_POINT,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2072,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,DBSCAN_AVERAGE_HAVERSINE_DISTANCE_WITHIN_CLUSTER_METER,FLOAT,COLUMN,N,CPS_DSCI_API,143
2073,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,IS_MASTER_ADDRESS,BOOLEAN,COLUMN,N,CPS_DSCI_API,143
2074,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,MASTER_ADDRESS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2075,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,MASTER_COORDINATES,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2076,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,DBSCAN_NUMBER_OF_ADDRESSES_IN_CLUSTER,FLOAT,COLUMN,N,CPS_DSCI_API,143
2077,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,DBSCAN_CLUSTER_LABEL,FLOAT,COLUMN,N,CPS_DSCI_API,143
2078,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,WEIGHTED_SCORE,FLOAT,COLUMN,N,CPS_DSCI_API,143
2079,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,PRUNE,BOOLEAN,COLUMN,N,CPS_DSCI_API,143
2080,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,PRUNE_EXPLANATION,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,143
2081,DEMO_MASTER_SITE_CLUSTERS,BASE TABLE,ADDRESS_QUALITY,FLOAT,COLUMN,N,CPS_DSCI_API,143
2082,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,GU_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,144
2083,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,SITE_USE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,144
2084,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,CR_PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,144
2085,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,144
2086,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,INSTALL_SITE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,144
2087,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,CUSTOMER_ID,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2088,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,ADDRESS_ID,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2089,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,SITE_USE_ORG_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,144
2090,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,SITE_BUSINESS_ENTITY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2091,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,ADDRESS1,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2092,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,ADDRESS2,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2093,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,ADDRESS3,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2094,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,CITY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2095,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,STATE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2096,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,COUNTRY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2097,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,SHORT_LABEL,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2098,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,CLEANSING_MESSAGE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2099,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,CLEANSING_STATUS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2100,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,COMPLETENESS_STATUS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2101,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,HAS_HOLDS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2102,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,X_MIN,FLOAT,COLUMN,N,CPS_DSCI_API,144
2103,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,X_MAX,FLOAT,COLUMN,N,CPS_DSCI_API,144
2104,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,Y_MIN,FLOAT,COLUMN,N,CPS_DSCI_API,144
2105,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,Y_MAX,FLOAT,COLUMN,N,CPS_DSCI_API,144
2106,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,X_DIFF,FLOAT,COLUMN,N,CPS_DSCI_API,144
2107,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,Y_DIFF,FLOAT,COLUMN,N,CPS_DSCI_API,144
2108,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,X_DIFF_HS,FLOAT,COLUMN,N,CPS_DSCI_API,144
2109,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,Y_DIFF_HS,FLOAT,COLUMN,N,CPS_DSCI_API,144
2110,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,GEO_JITTER_DIFF_MEAN_SQR_METER,FLOAT,COLUMN,N,CPS_DSCI_API,144
2111,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,IB_COUNT_COVERED,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,144
2112,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,IB_COUNT_UNCOVERED,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,144
2113,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,IB_COUNT_NEVER_COVERED,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,144
2114,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,IB_COUNT_TOTAL,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,144
2115,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,IB_COUNT_COVERABLE,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,144
2116,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,GEO_PRECISION,FLOAT,COLUMN,N,CPS_DSCI_API,144
2117,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,GEO_PRECISION_INVERTED,FLOAT,COLUMN,N,CPS_DSCI_API,144
2118,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,RANK,FLOAT,COLUMN,N,CPS_DSCI_API,144
2119,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,LOCATION_SCORE,FLOAT,COLUMN,N,CPS_DSCI_API,144
2120,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,PLACE_ADDR,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2121,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,ADDR_TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2122,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,LONGITUDE,FLOAT,COLUMN,N,CPS_DSCI_API,144
2123,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,LATITUDE,FLOAT,COLUMN,N,CPS_DSCI_API,144
2124,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,DBSCAN_AVERAGE_EUCLIDEAN_DISTANCE_FROM_CENTROID_POINT,FLOAT,COLUMN,N,CPS_DSCI_API,144
2125,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,DBSCAN_AVERAGE_HAVERSINE_DISTANCE_TO_CENTROID_METER,FLOAT,COLUMN,N,CPS_DSCI_API,144
2126,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,DBSCAN_AVERAGE_LOCATION_SCORE,FLOAT,COLUMN,N,CPS_DSCI_API,144
2127,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,DBSCAN_CLUSTER_CENTROID_POINT,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2128,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,DBSCAN_AVERAGE_HAVERSINE_DISTANCE_WITHIN_CLUSTER_METER,FLOAT,COLUMN,N,CPS_DSCI_API,144
2129,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,IS_MASTER_ADDRESS,BOOLEAN,COLUMN,N,CPS_DSCI_API,144
2130,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,MASTER_ADDRESS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2131,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,MASTER_COORDINATES,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2132,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,DBSCAN_NUMBER_OF_ADDRESSES_IN_CLUSTER,FLOAT,COLUMN,N,CPS_DSCI_API,144
2133,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,DBSCAN_CLUSTER_LABEL,FLOAT,COLUMN,N,CPS_DSCI_API,144
2134,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,WEIGHTED_SCORE,FLOAT,COLUMN,N,CPS_DSCI_API,144
2135,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,PRUNE,BOOLEAN,COLUMN,N,CPS_DSCI_API,144
2136,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,PRUNE_EXPLANATION,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,144
2137,DEMO_MASTER_SITE_CLUSTERS_1,BASE TABLE,ADDRESS_QUALITY,FLOAT,COLUMN,N,CPS_DSCI_API,144
2138,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,GU_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,145
2139,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,SITE_USE_ORG_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,145
2140,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,SITE_BUSINESS_ENTITY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,145
2141,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,ORIG_DATA_LEN,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,145
2142,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,CLEANED_DATA_LEN,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,145
2143,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,ENOUGH_DATA,BOOLEAN,COLUMN,N,CPS_DSCI_API,145
2144,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,DURATATION_DATA_LOAD,FLOAT,COLUMN,N,CPS_DSCI_API,145
2145,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,DBSCAN_HS_NUMBER_OF_CLUSTERS,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,145
2146,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,DBSCAN_HS_AVERAGE_LOCATION_SCORE,FLOAT,COLUMN,N,CPS_DSCI_API,145
2147,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,DBSCAN_HS_AVERAGE_EUCLIDEAN_DISTANCE_FROM_CENTROID_POINT,FLOAT,COLUMN,N,CPS_DSCI_API,145
2148,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,DBSCAN_HS_AVERAGE_HAVERSINE_DISTANCE_TO_CENTROID_METER,FLOAT,COLUMN,N,CPS_DSCI_API,145
2149,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,DBSCAN_HS_AVERAGE_HAVERSINE_DISTANCE_WITHIN_CLUSTER_METER,FLOAT,COLUMN,N,CPS_DSCI_API,145
2150,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,DBSCAN_HS_DURATATION_CLUSTERS_METRICS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,145
2151,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,DBSCAN_HS_DISTANCE_THRESHOLD_METER,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,145
2152,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,DBSCAN_CLUSTER_DURATION_SECONDS,FLOAT,COLUMN,N,CPS_DSCI_API,145
2153,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,DBSCAN_MASTERSITE_IDENTIFICATION_DURATION_SECONDS,FLOAT,COLUMN,N,CPS_DSCI_API,145
2154,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,TOTAL_DURATION_SECONDS,FLOAT,COLUMN,N,CPS_DSCI_API,145
2155,DEMO_MASTER_SITE_CLUSTERS_METRICS,BASE TABLE,TIMESTAMP,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,145
2156,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,GU_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,146
2157,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,SITE_USE_ORG_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,146
2158,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,SITE_BUSINESS_ENTITY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,146
2159,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,ORIG_DATA_LEN,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,146
2160,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,CLEANED_DATA_LEN,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,146
2161,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,ENOUGH_DATA,BOOLEAN,COLUMN,N,CPS_DSCI_API,146
2162,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,DURATATION_DATA_LOAD,FLOAT,COLUMN,N,CPS_DSCI_API,146
2163,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,DBSCAN_HS_NUMBER_OF_CLUSTERS,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,146
2164,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,DBSCAN_HS_AVERAGE_LOCATION_SCORE,FLOAT,COLUMN,N,CPS_DSCI_API,146
2165,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,DBSCAN_HS_AVERAGE_EUCLIDEAN_DISTANCE_FROM_CENTROID_POINT,FLOAT,COLUMN,N,CPS_DSCI_API,146
2166,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,DBSCAN_HS_AVERAGE_HAVERSINE_DISTANCE_TO_CENTROID_METER,FLOAT,COLUMN,N,CPS_DSCI_API,146
2167,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,DBSCAN_HS_AVERAGE_HAVERSINE_DISTANCE_WITHIN_CLUSTER_METER,FLOAT,COLUMN,N,CPS_DSCI_API,146
2168,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,DBSCAN_HS_DURATATION_CLUSTERS_METRICS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,146
2169,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,DBSCAN_HS_DISTANCE_THRESHOLD_METER,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,146
2170,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,DBSCAN_CLUSTER_DURATION_SECONDS,FLOAT,COLUMN,N,CPS_DSCI_API,146
2171,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,DBSCAN_MASTERSITE_IDENTIFICATION_DURATION_SECONDS,FLOAT,COLUMN,N,CPS_DSCI_API,146
2172,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,TOTAL_DURATION_SECONDS,FLOAT,COLUMN,N,CPS_DSCI_API,146
2173,DEMO_MASTER_SITE_CLUSTERS_METRICS_NO_OU,BASE TABLE,TIMESTAMP,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,146
2174,DEMO_MASTER_SITE_CLUSTERS_METRICS_TEST,BASE TABLE,GU_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,147
2175,DEMO_MASTER_SITE_CLUSTERS_METRICS_TEST,BASE TABLE,SITE_USE_ORG_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,147
2176,DEMO_MASTER_SITE_CLUSTERS_METRICS_TEST,BASE TABLE,SITE_BUSINESS_ENTITY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,147
2177,DEMO_MASTER_SITE_CLUSTERS_METRICS_TEST,BASE TABLE,ORIG_DATA_LEN,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,147
2178,DEMO_MASTER_SITE_CLUSTERS_METRICS_TEST,BASE TABLE,CLEANED_DATA_LEN,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,147
2179,DEMO_MASTER_SITE_CLUSTERS_METRICS_TEST,BASE TABLE,ENOUGH_DATA,BOOLEAN,COLUMN,N,CPS_DSCI_API,147
2180,DEMO_MASTER_SITE_CLUSTERS_METRICS_TEST,BASE TABLE,DURATATION_DATA_LOAD,FLOAT,COLUMN,N,CPS_DSCI_API,147
2181,DEMO_MASTER_SITE_CLUSTERS_METRICS_TEST,BASE TABLE,DBSCAN_HS_NUMBER_OF_CLUSTERS,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,147
2182,DEMO_MASTER_SITE_CLUSTERS_METRICS_TEST,BASE TABLE,DBSCAN_HS_AVERAGE_LOCATION_SCORE,FLOAT,COLUMN,N,CPS_DSCI_API,147
2183,DEMO_MASTER_SITE_CLUSTERS_METRICS_TEST,BASE TABLE,DBSCAN_HS_AVERAGE_EUCLIDEAN_DISTANCE_FROM_CENTROID_POINT,FLOAT,COLUMN,N,CPS_DSCI_API,147
2184,DEMO_MASTER_SITE_CLUSTERS_METRICS_TEST,BASE TABLE,DBSCAN_HS_AVERAGE_HAVERSINE_DISTANCE_TO_CENTROID_METER,FLOAT,COLUMN,N,CPS_DSCI_API,147
2185,DEMO_MASTER_SITE_CLUSTERS_METRICS_TEST,BASE TABLE,DBSCAN_HS_AVERAGE_HAVERSINE_DISTANCE_WITHIN_CLUSTER_METER,FLOAT,COLUMN,N,CPS_DSCI_API,147
