primary_key,table_name,table_type,column_names,type,relationship_kind,primary_key_reference,schema_name,view_primary_key
1,ALL_IB,VIEW,INSTANCE_ID,FLOAT,COLUMN,N,CPS_DSCI_BR,1
2,ALL_IB,VIEW,COVERED_STATUS,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,1
3,ALL_IB,VIEW,COVERAGE_STATUS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,1
4,ALL_IB,VIEW,INSTALLED_AT_COUNTRY,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,1
5,ALL_IB,VIEW,SERVICE_LIST_PRICE,FLOAT,COLUMN,N,CPS_DSCI_BR,1
6,ALL_IB,VIEW,PRODUCT_LIST_PRICE,FLOAT,COLUMN,N,CPS_DSCI_BR,1
7,ALL_IB,VIEW,GLOBAL_PRODUCT_LIST_PRICE,FLOAT,COLUMN,N,CPS_DSCI_BR,1
8,ALL_IB,VIEW,SERVICE_LIST_PRICE_X_QUANTITY,FLOAT,COLUMN,N,CPS_DSCI_BR,1
9,ALL_IB,VIEW,PRODUCT_LIST_PRICE_X_QUANTITY,FLOAT,COLUMN,N,CPS_DSCI_BR,1
10,ALL_IB,VIEW,PRODUCT_LIST_PRICE_GPL_US_X_QUANTITY,FLOAT,COLUMN,N,CPS_DSCI_BR,1
11,ALL_IB,VIEW,QUANTITY,FLOAT,COLUMN,N,CPS_DSCI_BR,1
12,ALL_IB,VIEW,PRODUCT_FAMILY,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,1
13,ALL_IB,VIEW,DEVICE_LEVEL_REAL_PRODUCT_TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,1
14,ALL_IB,VIEW,IB_PRODUCT_TYPE_RAW,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,1
15,ALL_IB,VIEW,LAST_DATE_OF_SUPPORT,DATE,COLUMN,N,CPS_DSCI_BR,1
16,ALL_IB,VIEW,LAST_DATE_OF_RENEWAL,DATE,COLUMN,N,CPS_DSCI_BR,1
17,ALL_IB,VIEW,LAST_DATE_OF_SERVICE_ATTACH,DATE,COLUMN,N,CPS_DSCI_BR,1
18,ALL_IB,VIEW,MSS_STATUS,VARCHAR(60),COLUMN,N,CPS_DSCI_BR,1
19,ALL_IB,VIEW,LINEAGE_SERIAL_NUMBER,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,1
20,ALL_IB,VIEW,MAPPED_TO_SERVICE_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,1
21,ALL_IB,VIEW,ITEM_STATUS_C3,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,1
22,ALL_IB,VIEW,ITEM_STATUS_MFG,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,1
23,ALL_IB,VIEW,PRODUCT_TYPE_RAW,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,1
24,ALL_IB,VIEW,CATALOG_PRODUCT_TYPE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,1
25,ALL_IB,VIEW,PID_CATEGORY,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,1
26,ALL_IB,VIEW,ITEM_NAME,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,1
27,ALL_IB,VIEW,MONETIZATION_TYPE,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,1
28,ALL_IB,VIEW,INSTANCE_STATUS_DESC,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,1
29,ALL_IB,VIEW,CONFIG_TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,1
30,ALL_IB,VIEW,ZERO_DOLLAR_SVC_FLAG,VARCHAR(18),COLUMN,N,CPS_DSCI_BR,1
31,ALL_IB,VIEW,IS_PARENT,VARCHAR(10),COLUMN,N,CPS_DSCI_BR,1
32,ALL_IB,VIEW,DEVICE_LEVEL_IS_LDOS_FLAG,VARCHAR(2),COLUMN,N,CPS_DSCI_BR,1
33,ALL_IB,VIEW,SERIALIZED_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,1
34,ALL_IB,VIEW,END_OF_CHANGE_DT,DATE,COLUMN,N,CPS_DSCI_BR,1
35,ALL_IB,VIEW,END_OF_MANUFACTURING_DT,DATE,COLUMN,N,CPS_DSCI_BR,1
36,ALL_IB,VIEW,END_OF_NEW_SVC_ATTACHMENT_DT,DATE,COLUMN,N,CPS_DSCI_BR,1
37,ALL_IB,VIEW,END_OF_SOFTWARE_MAINTENANCE_DT,DATE,COLUMN,N,CPS_DSCI_BR,1
38,ALL_IB,VIEW,END_OF_ROUTINE_FAIL_ANLYSYS_DT,DATE,COLUMN,N,CPS_DSCI_BR,1
39,ALL_IB,VIEW,EOL_SOFTWARE_AVAILABLE_DT,DATE,COLUMN,N,CPS_DSCI_BR,1
40,ALL_IB,VIEW,END_OF_SFTWR_LICENSE_AVAIL_DT,DATE,COLUMN,N,CPS_DSCI_BR,1
41,ALL_IB,VIEW,EOL_SIGNATURE_RELEASE_DT,DATE,COLUMN,N,CPS_DSCI_BR,1
42,ALL_IB,VIEW,END_OF_SVC_CONTRACT_RNWL_DT,DATE,COLUMN,N,CPS_DSCI_BR,1
43,ALL_IB,VIEW,END_OF_TAC_ENGG_SUPPORT_DT,DATE,COLUMN,N,CPS_DSCI_BR,1
44,ALL_IB,VIEW,END_OF_SALE_DT,DATE,COLUMN,N,CPS_DSCI_BR,1
45,ALL_IB,VIEW,GU_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,1
46,ALL_IB,VIEW,GU_NAME,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,1
47,ALL_IB,VIEW,DECOM_ISH,VARCHAR(17),COLUMN,N,CPS_DSCI_BR,1
48,ALL_IB,VIEW,LAST_ADD_TO_COVERAGE_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,1
49,ALL_IB,VIEW,SHIP_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,1
50,ALL_IB,VIEW,IS_FRU,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,1
51,ALL_IB,VIEW,GREATEST_SERVICE_LIST_PRICE,FLOAT,COLUMN,N,CPS_DSCI_BR,1
52,ALL_IB,VIEW,GREATEST_PRODUCT_LIST_PRICE,FLOAT,COLUMN,N,CPS_DSCI_BR,1
53,ALL_IB,VIEW,ORPHAN_MINOR_1,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,1
54,ALL_IB,VIEW,ORPHAN_MINOR_2,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,1
55,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CSD_DEF_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,2
56,BV_CUSTOMER_SCOPE_DETAILS,VIEW,SMART_ACCOUNT_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,2
57,BV_CUSTOMER_SCOPE_DETAILS,VIEW,SMART_ACCOUNT_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,2
58,BV_CUSTOMER_SCOPE_DETAILS,VIEW,SA_DOMAIN_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,2
59,BV_CUSTOMER_SCOPE_DETAILS,VIEW,GU_PRIMARY_NAME,VARCHAR(720),COLUMN,N,CPS_DSCI_BR,2
60,BV_CUSTOMER_SCOPE_DETAILS,VIEW,GU_PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,2
61,BV_CUSTOMER_SCOPE_DETAILS,VIEW,HQ_PRIMARY_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,2
62,BV_CUSTOMER_SCOPE_DETAILS,VIEW,HQ_PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,2
63,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BRANCH_PARTY_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,2
64,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BRANCH_PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,2
65,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BR_SALES_ORDER_COUNT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,2
66,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BR_INSTALL_BASE_ID_COUNT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,2
67,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BR_SW_GPL_AMT,"NUMBER(38,2)",COLUMN,N,CPS_DSCI_BR,2
68,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BR_HW_GPL_AMT,"NUMBER(38,2)",COLUMN,N,CPS_DSCI_BR,2
69,BV_CUSTOMER_SCOPE_DETAILS,VIEW,SAVM_NAME,VARCHAR(720),COLUMN,N,CPS_DSCI_BR,2
70,BV_CUSTOMER_SCOPE_DETAILS,VIEW,SAVM_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,2
71,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CAV_NAME,VARCHAR(720),COLUMN,N,CPS_DSCI_BR,2
72,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CAV_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,2
73,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CAV_BU_NAME,VARCHAR(720),COLUMN,N,CPS_DSCI_BR,2
74,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CAV_BU_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,2
75,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CISCO_OPERATING_UNIT,VARCHAR(720),COLUMN,N,CPS_DSCI_BR,2
76,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_SITE_NAME,VARCHAR(720),COLUMN,N,CPS_DSCI_BR,2
77,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_SITE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,2
78,BV_CUSTOMER_SCOPE_DETAILS,VIEW,IS_SW_GPL_AMT,"NUMBER(38,2)",COLUMN,N,CPS_DSCI_BR,2
79,BV_CUSTOMER_SCOPE_DETAILS,VIEW,IS_HW_GPL_AMT,"NUMBER(38,2)",COLUMN,N,CPS_DSCI_BR,2
80,BV_CUSTOMER_SCOPE_DETAILS,VIEW,IS_SALES_ORDER_COUNT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,2
81,BV_CUSTOMER_SCOPE_DETAILS,VIEW,IS_INSTALL_BASE_ID_COUNT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,2
82,BV_CUSTOMER_SCOPE_DETAILS,VIEW,ACTIVE_FLAG,VARCHAR(20),COLUMN,N,CPS_DSCI_BR,2
83,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CREATED_DATETIME,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,2
84,BV_CUSTOMER_SCOPE_DETAILS,VIEW,UPDATE_DATETIME,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR,2
85,BV_CUSTOMER_SCOPE_DETAILS,VIEW,TAGS,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,2
86,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_COUNTRY,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,2
87,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_SITE_LINE_1_ADDR,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,2
88,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_SITE_CITY,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,2
89,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_SITE_STATE,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,2
90,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_SITE_POSTAL_CD,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,2
91,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INSTALL_SITE_STATUS,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,2
92,BV_CUSTOMER_SCOPE_DETAILS,VIEW,L6_SALES_TERRITORY_DESCR,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,2
93,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BRANCH_ADDRESS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,2
94,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BRANCH_CITY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,2
95,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BRANCH_STATE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,2
96,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BRANCH_COUNTRY,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,2
97,BV_CUSTOMER_SCOPE_DETAILS,VIEW,BRANCH_ZIP_CD,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,2
98,BV_CUSTOMER_SCOPE_DETAILS,VIEW,MD5_KEY,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,2
99,BV_CUSTOMER_SCOPE_DETAILS,VIEW,CSD_SEARCH_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,2
100,BV_CUSTOMER_SCOPE_DETAILS,VIEW,NEW_RECORD_FLG,VARCHAR(20),COLUMN,N,CPS_DSCI_BR,2
101,BV_CUSTOMER_SCOPE_DETAILS,VIEW,INVALID_RECORD_FLG,VARCHAR(20),COLUMN,N,CPS_DSCI_BR,2
102,BV_CUSTOMER_SCOPE_DISCOVERY_HEADER,VIEW,CSD_DEF_ID,VARCHAR(16777216),COLUMN,N,CPS_BIA_BR,3
103,BV_CUSTOMER_SCOPE_DISCOVERY_HEADER,VIEW,GROUPING_NAME,VARCHAR(720),COLUMN,N,CPS_BIA_BR,3
104,BV_CUSTOMER_SCOPE_DISCOVERY_HEADER,VIEW,CUSTOMER_DEFINITION_NAME,VARCHAR(255),COLUMN,N,CPS_BIA_BR,3
105,BV_CUSTOMER_SCOPE_DISCOVERY_HEADER,VIEW,DESCRIPTION,VARCHAR(720),COLUMN,N,CPS_BIA_BR,3
106,BV_CUSTOMER_SCOPE_DISCOVERY_HEADER,VIEW,ACTIVE_FLAG,VARCHAR(20),COLUMN,N,CPS_BIA_BR,3
107,BV_CUSTOMER_SCOPE_DISCOVERY_HEADER,VIEW,IS_IB_CNT,"NUMBER(38,0)",COLUMN,N,CPS_BIA_BR,3
108,BV_CUSTOMER_SCOPE_DISCOVERY_HEADER,VIEW,OWNER_CEC_ID,VARCHAR(100),COLUMN,N,CPS_BIA_BR,3
109,BV_CUSTOMER_SCOPE_DISCOVERY_HEADER,VIEW,CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_BIA_BR,3
110,BV_CUSTOMER_SCOPE_DISCOVERY_HEADER,VIEW,LAST_UPDATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_BIA_BR,3
111,BV_CUSTOMER_SCOPE_DISCOVERY_HEADER,VIEW,OFFICIAL_FLAG,VARCHAR(20),COLUMN,N,CPS_BIA_BR,3
112,BV_CUSTOMER_SCOPE_DISCOVERY_HEADER,VIEW,PUBLISHED_FLAG,VARCHAR(20),COLUMN,N,CPS_BIA_BR,3
113,BV_CUSTOMER_SCOPE_DISCOVERY_HEADER,VIEW,NOTIFICATIONS_FLAG,VARCHAR(20),COLUMN,N,CPS_BIA_BR,3
114,BV_DSCI_TS_SERVICES_ATR,VIEW,INSTANCE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,4
115,BV_DSCI_TS_SERVICES_ATR,VIEW,CONTRACT_LINE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,4
116,BV_DSCI_TS_SERVICES_ATR,VIEW,CONTRACT_NUMBER,VARCHAR(50),COLUMN,N,CPS_DSCI_BR,4
117,BV_DSCI_TS_SERVICES_ATR,VIEW,SERVICE_PRODUCTS_CONTRACT_TYPE,VARCHAR(50),COLUMN,N,CPS_DSCI_BR,4
118,BV_DSCI_TS_SERVICES_ATR,VIEW,COVERED_LINE_STATUS,VARCHAR(20),COLUMN,N,CPS_DSCI_BR,4
119,BV_DSCI_TS_SERVICES_ATR,VIEW,CONTRACT_LINE_START_DATE,DATE,COLUMN,N,CPS_DSCI_BR,4
120,BV_DSCI_TS_SERVICES_ATR,VIEW,CONTRACT_LINE_END_DATE,DATE,COLUMN,N,CPS_DSCI_BR,4
121,BV_DSCI_TS_SERVICES_ATR,VIEW,CONTRACT_END_QUARTER,VARCHAR(32),COLUMN,N,CPS_DSCI_BR,4
122,BV_DSCI_TS_SERVICES_ATR,VIEW,PRODUCT_NAME,VARCHAR(50),COLUMN,N,CPS_DSCI_BR,4
123,BV_DSCI_TS_SERVICES_ATR,VIEW,SERIAL_NUMBER,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,4
124,BV_DSCI_TS_SERVICES_ATR,VIEW,PARENT_INSTANCE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,4
125,BV_DSCI_TS_SERVICES_ATR,VIEW,BEST_SITE_GU_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,4
126,BV_DSCI_TS_SERVICES_ATR,VIEW,BEST_SITE_GU_NAME,VARCHAR(720),COLUMN,N,CPS_DSCI_BR,4
127,BV_DSCI_TS_SERVICES_ATR,VIEW,BEST_SITE_HQ_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,4
128,BV_DSCI_TS_SERVICES_ATR,VIEW,BEST_SITE_HQ_NAME,VARCHAR(720),COLUMN,N,CPS_DSCI_BR,4
129,BV_DSCI_TS_SERVICES_ATR,VIEW,BEST_SITE_CR_PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,4
130,BV_DSCI_TS_SERVICES_ATR,VIEW,BEST_SITE_CR_PARTY_NAME,VARCHAR(720),COLUMN,N,CPS_DSCI_BR,4
131,BV_DSCI_TS_SERVICES_ATR,VIEW,BEST_SITE_CUSTOMER_ADDRESS1,VARCHAR(510),COLUMN,N,CPS_DSCI_BR,4
132,BV_DSCI_TS_SERVICES_ATR,VIEW,BEST_SITE_CUSTOMER_ADDRESS2,VARCHAR(510),COLUMN,N,CPS_DSCI_BR,4
133,BV_DSCI_TS_SERVICES_ATR,VIEW,BEST_SITE_CUSTOMER_CITY,VARCHAR(510),COLUMN,N,CPS_DSCI_BR,4
134,BV_DSCI_TS_SERVICES_ATR,VIEW,BEST_SITE_CUSTOMER_STATE_PROVINCE,VARCHAR(510),COLUMN,N,CPS_DSCI_BR,4
135,BV_DSCI_TS_SERVICES_ATR,VIEW,BEST_SITE_CUSTOMER_COUNTY,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,4
136,BV_DSCI_TS_SERVICES_ATR,VIEW,BEST_SITE_CUSTOMER_ZIP_CODE,VARCHAR(100),COLUMN,N,CPS_DSCI_BR,4
137,BV_DSCI_TS_SERVICES_ATR,VIEW,CONTRACT_LINE_ADJUSTMENT_AMOUNT_LOGIC,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,4
138,BV_DSCI_TS_SERVICES_ATR,VIEW,SERVICE_SALES_ORDER,VARCHAR(40),COLUMN,N,CPS_DSCI_BR,4
139,BV_DSCI_TS_SERVICES_ATR,VIEW,SERVICE_PURCHASE_ORDER_NUMBER,VARCHAR(240),COLUMN,N,CPS_DSCI_BR,4
140,BV_DSCI_TS_SERVICES_ATR,VIEW,INSTANCE_SHIPPED_DATE,DATE,COLUMN,N,CPS_DSCI_BR,4
141,BV_DSCI_TS_SERVICES_ATR,VIEW,LAST_DATE_OF_SUPPORT_DATE,DATE,COLUMN,N,CPS_DSCI_BR,4
142,BV_DSCI_TS_SERVICES_ATR,VIEW,PRODUCT_TYPE,VARCHAR(50),COLUMN,N,CPS_DSCI_BR,4
143,BV_DSCI_TS_SERVICES_ATR,VIEW,LDOS_CODE,VARCHAR(20),COLUMN,N,CPS_DSCI_BR,4
144,BV_DSCI_TS_SERVICES_ATR,VIEW,LDOS_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,4
145,BV_DSCI_TS_SERVICES_ATR,VIEW,SAVM_GROUP_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR,4
146,BV_DSCI_TS_SERVICES_ATR,VIEW,SAVM_GROUP_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,4
147,BV_DSCI_TS_SERVICES_ATR,VIEW,SAVM_SALES_LEVEL_1_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,4
148,BV_DSCI_TS_SERVICES_ATR,VIEW,SAVM_SALES_LEVEL_2_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,4
149,BV_DSCI_TS_SERVICES_ATR,VIEW,SAVM_SALES_LEVEL_3_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,4
150,BV_DSCI_TS_SERVICES_ATR,VIEW,SAVM_SALES_LEVEL_4_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,4
151,BV_DSCI_TS_SERVICES_ATR,VIEW,SAVM_SALES_LEVEL_5_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,4
152,BV_DSCI_TS_SERVICES_ATR,VIEW,SAVM_SALES_LEVEL_6_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR,4
153,BV_DSCI_TS_SERVICES_ATR,VIEW,SWEEPS_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,4
154,BV_DSCI_TS_SERVICES_ATR,VIEW,BEGINING_ANNUAL_AVAILABLE_TO_RENEW,FLOAT,COLUMN,N,CPS_DSCI_BR,4
155,BV_DSCI_TS_SERVICES_ATR,VIEW,BEGINING_ANNUALIZED_AVAILABLE_TO_RENEW,FLOAT,COLUMN,N,CPS_DSCI_BR,4
156,BV_DSCI_TS_SERVICES_ATR,VIEW,BEGINING_TOTAL_CONTRACT_VALUE,FLOAT,COLUMN,N,CPS_DSCI_BR,4
157,BV_DSCI_TS_SERVICES_ATR,VIEW,REMAINING_ANNUALIZED_AVAILABLE_TO_RENEW,FLOAT,COLUMN,N,CPS_DSCI_BR,4
158,BV_DSCI_TS_SERVICES_ATR,VIEW,REMAINING_TOTAL_CONTRACT_VALUE,FLOAT,COLUMN,N,CPS_DSCI_BR,4
159,BV_DSCI_TS_SERVICES_ATR,VIEW,REMAINING_ANNUAL_AVAILABLE_TO_RENEW,FLOAT,COLUMN,N,CPS_DSCI_BR,4
160,BV_SALES_ORDER_LINE,VIEW,SALES_ORDER_LINE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,5
161,BV_SALES_ORDER_LINE,VIEW,BK_COMPANY_CODE,VARCHAR(3),COLUMN,N,CPS_DSCI_BR,5
162,BV_SALES_ORDER_LINE,VIEW,BK_SET_OF_BOOKS_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,5
163,BV_SALES_ORDER_LINE,VIEW,BK_SO_NUMBER_INT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,5
164,BV_SALES_ORDER_LINE,VIEW,BK_SO_LINE_NUMBER_INT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,5
165,BV_SALES_ORDER_LINE,VIEW,BK_SHIPMENT_LOT_NUMBER_INT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,5
166,BV_SALES_ORDER_LINE,VIEW,BK_OPTION_NUMBER_INT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,5
167,BV_SALES_ORDER_LINE,VIEW,BK_SHIP_FROM_INV_ORG_NAME_CODE,VARCHAR(50),COLUMN,N,CPS_DSCI_BR,5
168,BV_SALES_ORDER_LINE,VIEW,START_TV_DATETIME,TIMESTAMP_NTZ(0),COLUMN,N,CPS_DSCI_BR,5
169,BV_SALES_ORDER_LINE,VIEW,START_SSP_DATE,DATE,COLUMN,N,CPS_DSCI_BR,5
170,BV_SALES_ORDER_LINE,VIEW,END_TV_DATETIME,TIMESTAMP_NTZ(0),COLUMN,N,CPS_DSCI_BR,5
171,BV_SALES_ORDER_LINE,VIEW,END_SSP_DATE,DATE,COLUMN,N,CPS_DSCI_BR,5
172,BV_SALES_ORDER_LINE,VIEW,BOOKINGS_PERCENT,"NUMBER(18,6)",COLUMN,N,CPS_DSCI_BR,5
173,BV_SALES_ORDER_LINE,VIEW,ORDER_QUANTITY,"NUMBER(18,6)",COLUMN,N,CPS_DSCI_BR,5
174,BV_SALES_ORDER_LINE,VIEW,UNIT_SALE_PRICE,"NUMBER(18,6)",COLUMN,N,CPS_DSCI_BR,5
175,BV_SALES_ORDER_LINE,VIEW,UNIT_LIST_PRICE,"NUMBER(18,6)",COLUMN,N,CPS_DSCI_BR,5
176,BV_SALES_ORDER_LINE,VIEW,UNIT_TRADE_IN_USD_AMOUNT,"NUMBER(18,6)",COLUMN,N,CPS_DSCI_BR,5
177,BV_SALES_ORDER_LINE,VIEW,REVENUE_TYPE_CODE,VARCHAR(32),COLUMN,N,CPS_DSCI_BR,5
178,BV_SALES_ORDER_LINE,VIEW,ITEM_TYPE_CODE,VARCHAR(30),COLUMN,N,CPS_DSCI_BR,5
179,BV_SALES_ORDER_LINE,VIEW,CISCO_BOOKED_DATETIME,TIMESTAMP_NTZ(0),COLUMN,N,CPS_DSCI_BR,5
180,BV_SALES_ORDER_LINE,VIEW,CISCO_BOOKED_STATUS_CODE,VARCHAR(32),COLUMN,N,CPS_DSCI_BR,5
181,BV_SALES_ORDER_LINE,VIEW,SHIPPED_QUANTITY,"NUMBER(18,6)",COLUMN,N,CPS_DSCI_BR,5
182,BV_SALES_ORDER_LINE,VIEW,SO_LINE_CLOSED_DATE,DATE,COLUMN,N,CPS_DSCI_BR,5
183,BV_SALES_ORDER_LINE,VIEW,ERP_SHIP_TO_CONTACT_ID_INT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,5
184,BV_SALES_ORDER_LINE,VIEW,SO_LINE_OPEN_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR,5
185,BV_SALES_ORDER_LINE,VIEW,SCHEDULED_SHIP_DATE,DATE,COLUMN,N,CPS_DSCI_BR,5
186,BV_SALES_ORDER_LINE,VIEW,CUST_REQUESTED_SHIPMENT_DATE,DATE,COLUMN,N,CPS_DSCI_BR,5
187,BV_SALES_ORDER_LINE,VIEW,PROMISED_TO_CUST_SHIPMENT_DATE,DATE,COLUMN,N,CPS_DSCI_BR,5
188,BV_SALES_ORDER_LINE,VIEW,CUST_SHIPMENT_RECOMMIT_DATE,DATE,COLUMN,N,CPS_DSCI_BR,5
189,BV_SALES_ORDER_LINE,VIEW,SHIP_SET_NUMBER_INT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,5
190,BV_SALES_ORDER_LINE,VIEW,INVOICED_QUANTITY,"NUMBER(18,6)",COLUMN,N,CPS_DSCI_BR,5
191,BV_SALES_ORDER_LINE,VIEW,SHIPMENT_CONFIRMED_RESULT_CODE,VARCHAR(9),COLUMN,N,CPS_DSCI_BR,5
192,BV_SALES_ORDER_LINE,VIEW,SHIPMENT_CONFIRMED_DATE,DATE,COLUMN,N,CPS_DSCI_BR,5
193,BV_SALES_ORDER_LINE,VIEW,FACTORY_RECOMMIT_DATE,DATE,COLUMN,N,CPS_DSCI_BR,5
194,BV_SALES_ORDER_LINE,VIEW,FREIGHT_CARRIER_CODE,VARCHAR(50),COLUMN,N,CPS_DSCI_BR,5
