View_Name,View_Column,Column_Type,Source_Table,Source_Column,Expression_Type
TEST_SEA_RAW_FQ,SUBSCRIPTION_REF_ID,DIRECT,CPS_DSCI_BR.SEA_BOOKINGS,SUBSCRIPTION_REF_ID,
TEST_SEA_RAW_FQ,FISCAL_QUARTER_ID,DIRECT,CPS_DSCI_BR.SEA_BOOKINGS,FISCAL_QUARTER_ID,
TEST_SEA_RAW_FQ,ACV,DERIVED,CPS_DSCI_BR.SEA_BOOKINGS,ANNUAL_BOOKING_NET,SUM
TEST_SEA_RAW_FQ,CUMULATIVE_ACV,DERIVED,CPS_DSCI_BR.SEA_BOOKINGS,ANNUAL_BOOKING_NET; FISCAL_QUARTER_ID; SUBSCRIPTION_REF_ID,WINDOW
TEST_SEA_RAW_FQ,INITIAL_QUARTER_BOOKING_TOTAL,DERIVED,CPS_DSCI_BR.SEA_BOOKINGS,ANNUAL_BOOKING_NET; FISCAL_QUARTER_ID; SUBSCRIPTION_REF_ID,WINDOW
TEST_SEA_RAW,SUBSCRIPTION_REF_ID,DIRECT,CPS_DSCI_BR.SEA_BOOKINGS,SUBSCRIPTION_REF_ID,
TEST_SEA_RAW,FISCAL_WEEK_ID,DIRECT,CPS_DSCI_BR.SEA_BOOKINGS,FISCAL_WEEK_ID,
TEST_SEA_RAW,ACV,DERIVED,CPS_DSCI_BR.SEA_BOOKINGS,ANNUAL_BOOKING_NET,SUM
TEST_SEA_RAW,CUMULATIVE_ACV,DERIVED,CPS_DSCI_BR.SEA_BOOKINGS,ANNUAL_BOOKING_NET; FISCAL_WEEK_ID; SUBSCRIPTION_REF_ID,WINDOW
TEST_SEA_RAW,INITIAL_WEEK_BOOKING_TOTAL,DERIVED,CPS_DSCI_BR.SEA_BOOKINGS,ANNUAL_BOOKING_NET; FISCAL_WEEK_ID; SUBSCRIPTION_REF_ID,WINDOW
STG_CPS_LICENSE_CONSUMPTIONS_CSD,LICENSE_FEATURE,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,LICENSE_FEATURE,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,LICENSE_FEATURE_UNIQUE_IDENTIFIER,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,LICENSE_FEATURE_UNIQUE_IDENTIFIER,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,LICENSE_USED_CONSUMPTION,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,LICENSE_USED_CONSUMPTION,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,LICENSE_CONSUMPTION_DATE,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,LICENSE_CONSUMPTION_DATE,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,LICENSE_CONSUMPTION_USER_EMAIL,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,LICENSE_CONSUMPTION_USER_EMAIL,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,LICENSE_SKU,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,LICENSE_SKU,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,SMART_ACCOUNT_ID,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,SMART_ACCOUNT_ID,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,SMART_ACCOUNT_NAME,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,SMART_ACCOUNT_NAME,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,SMART_ACCOUNT_DOMAIN_NAME,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,SMART_ACCOUNT_DOMAIN_NAME,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,DEVICE_IDENTIFIERS,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,DEVICE_IDENTIFIERS,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,HOST_ID,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,HOST_ID,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,UDI_PID,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,UDI_PID,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,SUVI,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,SUVI,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,HOST_NAME,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,HOST_NAME,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,DEVICE_PRODUCT_NUMBER,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,DEVICE_PRODUCT_NUMBER,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_AT_GU_ID,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_AT_GU_ID,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_AT_PARTY_ID,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_AT_PARTY_ID,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_AT_SITE_USE_ID,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_AT_SITE_USE_ID,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_AT_PARTY_NAME,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_AT_PARTY_NAME,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_AT_ADDRESS,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_AT_ADDRESS,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_AT_CITY,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_AT_CITY,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_AT_COUNTRY,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_AT_COUNTRY,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,CONSUMPTION_SOURCE_SYSTEM,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,CONSUMPTION_SOURCE_SYSTEM,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,REQUEST_TYPE,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,REQUEST_TYPE,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,CONSUMPTION_SOURCE_REF_ID,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,CONSUMPTION_SOURCE_REF_ID,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_GU_NAME,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTALL_GU_NAME,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,END_OF_SOFTWARE_MAINTENANCE,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,END_OF_SOFTWARE_MAINTENANCE,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,PRE_INSTALL_FLAG,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,PRE_INSTALL_FLAG,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTANCE_ID,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,INSTANCE_ID,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,PRODUCT_FAMILY,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,PRODUCT_FAMILY,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,ARCHITECTURE_GROUP,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,ARCHITECTURE_GROUP,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,SUB_ARCHITECTURE_GROUP,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,SUB_ARCHITECTURE_GROUP,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,CUSTOMER_SUITE_INSTANCE_ID,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,CUSTOMER_SUITE_INSTANCE_ID,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,VIRTUAL_ACCOUNT_NAME,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,VIRTUAL_ACCOUNT_NAME,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,VIRTUAL_ACCOUNT_ID,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,VIRTUAL_ACCOUNT_ID,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,LICENSE_SKU_DESCRIPTION,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,LICENSE_SKU_DESCRIPTION,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,BRANCH_ID,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,BRANCH_ID,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,FEATURE_LICENSE_SKU_DESCRIPTION,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,FEATURE_LICENSE_SKU_DESCRIPTION,
STG_CPS_LICENSE_CONSUMPTIONS_CSD,FEATURE_DISPLAY_NAME,DIRECT,CPS_DB.CPS_DSCI_STG.STG_CPS_LICENSE_CONSUMPTIONS_CSD,FEATURE_DISPLAY_NAME,
SITE_DENORM_30,SITE_USE_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,SITE_USE_ID,
SITE_DENORM_30,SID_BUSINESS_ENTITY,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,SID_BUSINESS_ENTITY,
SITE_DENORM_30,SITE_USE_CODE,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,SITE_USE_CODE,
SITE_DENORM_30,SITE_USE_STATUS,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,SITE_USE_STATUS,
SITE_DENORM_30,SITE_USE_NAME,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,SITE_USE_NAME,
SITE_DENORM_30,SITE_USE_CREATED_BY_MODULE,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,SITE_USE_CREATED_BY_MODULE,
SITE_DENORM_30,SITE_USE_ORG_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,SITE_USE_ORG_ID,
SITE_DENORM_30,SITE_USE_SI_FLAG,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,SITE_USE_SI_FLAG,
SITE_DENORM_30,CUST_ACCT_SITE_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CUST_ACCT_SITE_ID,
SITE_DENORM_30,CUST_ACCT_SITE_STATUS,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CUST_ACCT_SITE_STATUS,
SITE_DENORM_30,CR_PARTY_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_PARTY_ID,
SITE_DENORM_30,CUST_ACCT_SITE_SI_FLAG,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CUST_ACCT_SITE_SI_FLAG,
SITE_DENORM_30,HQ_BRANCH_IND,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,HQ_BRANCH_IND,
SITE_DENORM_30,CR_PARTY_NAME,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_PARTY_NAME,
SITE_DENORM_30,GU_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,GU_ID,
SITE_DENORM_30,GU_NAME,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,GU_NAME,
SITE_DENORM_30,HQ_PARTY_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,HQ_PARTY_ID,
SITE_DENORM_30,PARENT_PARTY_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,PARENT_PARTY_ID,
SITE_DENORM_30,LOCATION_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,LOCATION_ID,
SITE_DENORM_30,ADDRESS1,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,ADDRESS1,
SITE_DENORM_30,ADDRESS2,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,ADDRESS2,
SITE_DENORM_30,ADDRESS3,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,ADDRESS3,
SITE_DENORM_30,ADDRESS4,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,ADDRESS4,
SITE_DENORM_30,COUNTRY,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,COUNTRY,
SITE_DENORM_30,CITY,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CITY,
SITE_DENORM_30,POSTAL_CODE,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,POSTAL_CODE,
SITE_DENORM_30,STATE,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,STATE,
SITE_DENORM_30,PROVINCE,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,PROVINCE,
SITE_DENORM_30,COUNTY,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,COUNTY,
SITE_DENORM_30,THEATER,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,THEATER,
SITE_DENORM_30,PARTY_SITE_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,PARTY_SITE_ID,
SITE_DENORM_30,PARTY_SITE_STATUS,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,PARTY_SITE_STATUS,
SITE_DENORM_30,PARTY_SITE_ATTRIBUTE18,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,PARTY_SITE_ATTRIBUTE18,
SITE_DENORM_30,PARTY_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,PARTY_ID,
SITE_DENORM_30,PARTY_NUMBER,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,PARTY_NUMBER,
SITE_DENORM_30,PARTY_NAME,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,PARTY_NAME,
SITE_DENORM_30,PARTY_STATUS,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,PARTY_STATUS,
SITE_DENORM_30,CUST_ACCOUNT_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CUST_ACCOUNT_ID,
SITE_DENORM_30,ACCOUNT_NUMBER,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,ACCOUNT_NUMBER,
SITE_DENORM_30,ACCOUNT_STATUS,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,ACCOUNT_STATUS,
SITE_DENORM_30,SALES_CHANNEL_CODE,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,SALES_CHANNEL_CODE,
SITE_DENORM_30,ACCOUNT_SI_FLAG,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,ACCOUNT_SI_FLAG,
SITE_DENORM_30,OE_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,OE_ID,
SITE_DENORM_30,OE_NAME,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,OE_NAME,
SITE_DENORM_30,NRT_CREATION_DATE,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,NRT_CREATION_DATE,
SITE_DENORM_30,NRT_CREATED_BY,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,NRT_CREATED_BY,
SITE_DENORM_30,NRT_LAST_UPDATE_DATE,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,NRT_LAST_UPDATE_DATE,
SITE_DENORM_30,NRT_LAST_UPDATED_BY,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,NRT_LAST_UPDATED_BY,
SITE_DENORM_30,NRT_REQUEST_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,NRT_REQUEST_ID,
SITE_DENORM_30,NRT_PROGRAM_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,NRT_PROGRAM_ID,
SITE_DENORM_30,BEGEO_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,BEGEO_ID,
SITE_DENORM_30,BE_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,BE_ID,
SITE_DENORM_30,IDENTIFIER_SITE_USE_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,IDENTIFIER_SITE_USE_ID,
SITE_DENORM_30,IB_COUNT_COVERED,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,IB_COUNT_COVERED,
SITE_DENORM_30,IB_COUNT_UNCOVERED,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,IB_COUNT_UNCOVERED,
SITE_DENORM_30,IB_COUNT_NEVER_COVERED,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,IB_COUNT_NEVER_COVERED,
SITE_DENORM_30,GSTIN_NUMBER,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,GSTIN_NUMBER,
SITE_DENORM_30,COUNTRY_CODE_ISO,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,COUNTRY_CODE_ISO,
SITE_DENORM_30,HQ_PARTY_NAME,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,HQ_PARTY_NAME,
SITE_DENORM_30,PARENT_PARTY_NAME,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,PARENT_PARTY_NAME,
SITE_DENORM_30,PARTNER_TYPE,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,PARTNER_TYPE,
SITE_DENORM_30,BEGEO_NAME,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,BEGEO_NAME,
SITE_DENORM_30,SITE_USE_CREATION_DATE,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,SITE_USE_CREATION_DATE,
SITE_DENORM_30,CR_ADDRESS1,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_ADDRESS1,
SITE_DENORM_30,CR_ADDRESS2,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_ADDRESS2,
SITE_DENORM_30,CR_ADDRESS3,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_ADDRESS3,
SITE_DENORM_30,CR_ADDRESS4,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_ADDRESS4,
SITE_DENORM_30,CR_CITY,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_CITY,
SITE_DENORM_30,CR_STATE,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_STATE,
SITE_DENORM_30,CR_PROVINCE,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_PROVINCE,
SITE_DENORM_30,CR_POSTAL_CODE,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_POSTAL_CODE,
SITE_DENORM_30,CR_COUNTY,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_COUNTY,
SITE_DENORM_30,CR_COUNTRY,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_COUNTRY,
SITE_DENORM_30,CR_PARSED_STREET_ADDRESS6,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_PARSED_STREET_ADDRESS6,
SITE_DENORM_30,CR_COUNTRY_NAME,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_COUNTRY_NAME,
SITE_DENORM_30,CR_CLEANSED_STATUS,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_CLEANSED_STATUS,
SITE_DENORM_30,DROP_SHIP_SITE_FLAG,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,DROP_SHIP_SITE_FLAG,
SITE_DENORM_30,COUNTRY_NAME,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,COUNTRY_NAME,
SITE_DENORM_30,CR_HIERARCHY,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_HIERARCHY,
SITE_DENORM_30,IB_COVERED_PRODUCT_LIST,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,IB_COVERED_PRODUCT_LIST,
SITE_DENORM_30,IB_UNCOVERED_PRODUCT_LIST,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,IB_UNCOVERED_PRODUCT_LIST,
SITE_DENORM_30,IB_NEVER_COVERED_PRODUCT_LIST,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,IB_NEVER_COVERED_PRODUCT_LIST,
SITE_DENORM_30,CR_COMPLETENESS_STATUS,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_COMPLETENESS_STATUS,
SITE_DENORM_30,CR_THEATER,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_THEATER,
SITE_DENORM_30,CR_PARTY_STATUS,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_PARTY_STATUS,
SITE_DENORM_30,STATE_NAME,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,STATE_NAME,
SITE_DENORM_30,CR_STATE_NAME,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CR_STATE_NAME,
SITE_DENORM_30,IB_COUNT_INACTIVE,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,IB_COUNT_INACTIVE,
SITE_DENORM_30,PARTNER_REGISTRATION_STATUS,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,PARTNER_REGISTRATION_STATUS,
SITE_DENORM_30,PARTNER_BUY_METHOD_CODE,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,PARTNER_BUY_METHOD_CODE,
SITE_DENORM_30,CAV_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CAV_ID,
SITE_DENORM_30,CAV_NAME,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CAV_NAME,
SITE_DENORM_30,CAV_BU_ID,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CAV_BU_ID,
SITE_DENORM_30,CAV_BU_NAME,DIRECT,CPS_DSCI_API.DAILY_SITE_2025_10_25,CAV_BU_NAME,
SEA_BOOKINGS_VIEW,FISCAL_YEAR,DIRECT,SEA_BOOKINGS,FISCAL_YEAR,
SEA_BOOKINGS_VIEW,PRODUCTID,DIRECT,SEA_BOOKINGS,PRODUCTID,
SEA_BOOKINGS_VIEW,NEW_RENEWAL,DIRECT,SEA_BOOKINGS,NEW_RENEWAL,
SEA_BOOKINGS_VIEW,FINANCEBU,DIRECT,SEA_BOOKINGS,FINANCEBU,
SEA_BOOKINGS_VIEW,FMV_FLAG,DIRECT,SEA_BOOKINGS,FMV_FLAG,
SEA_BOOKINGS_VIEW,FISCAL_QUARTER_ID,DIRECT,SEA_BOOKINGS,FISCAL_QUARTER_ID,
SEA_BOOKINGS_VIEW,FISCAL_WEEK_ID,DIRECT,SEA_BOOKINGS,FISCAL_WEEK_ID,
SEA_BOOKINGS_VIEW,ERP_DEAL_ID,DIRECT,SEA_BOOKINGS,ERP_DEAL_ID,
SEA_BOOKINGS_VIEW,WEB_ORDER_ID,DIRECT,SEA_BOOKINGS,WEB_ORDER_ID,
SEA_BOOKINGS_VIEW,BP_NAME,DIRECT,SEA_BOOKINGS,BP_NAME,
SEA_BOOKINGS_VIEW,SCMS,DIRECT,SEA_BOOKINGS,SCMS,
SEA_BOOKINGS_VIEW,BP_FLAG,DIRECT,SEA_BOOKINGS,BP_FLAG,
SEA_BOOKINGS_VIEW,SALE_LEVEL_1,DIRECT,SEA_BOOKINGS,SALE_LEVEL_1,
SEA_BOOKINGS_VIEW,SALE_LEVEL_2,DIRECT,SEA_BOOKINGS,SALE_LEVEL_2,
SEA_BOOKINGS_VIEW,SALE_LEVEL_3,DIRECT,SEA_BOOKINGS,SALE_LEVEL_3,
SEA_BOOKINGS_VIEW,END_CUSTOMER_GLOBAL_NAME,DIRECT,SEA_BOOKINGS,END_CUSTOMER_GLOBAL_NAME,
SEA_BOOKINGS_VIEW,END_CUSTOMER_GLOBAL_ID,DIRECT,SEA_BOOKINGS,END_CUSTOMER_GLOBAL_ID,
SEA_BOOKINGS_VIEW,CAV_END_CUSTOMER_ID,DIRECT,SEA_BOOKINGS,CAV_END_CUSTOMER_ID,
SEA_BOOKINGS_VIEW,CA_SERVICE_ADJ_CODE,DIRECT,SEA_BOOKINGS,CA_SERVICE_ADJ_CODE,
SEA_BOOKINGS_VIEW,PARTNER_NAME,DIRECT,SEA_BOOKINGS,PARTNER_NAME,
SEA_BOOKINGS_VIEW,PRODUCT_CLASSIFICATION,DIRECT,SEA_BOOKINGS,PRODUCT_CLASSIFICATION,
SEA_BOOKINGS_VIEW,CX_EA_ID,DIRECT,SEA_BOOKINGS,CX_EA_ID,
SEA_BOOKINGS_VIEW,CA_SERVICE_BOOKING_NET,DIRECT,SEA_BOOKINGS,CA_SERVICE_BOOKING_NET,
SEA_BOOKINGS_VIEW,ANNUAL_BOOKING_NET,DIRECT,SEA_BOOKINGS,ANNUAL_BOOKING_NET,
SEA_BOOKINGS_VIEW,SUBSCRIPTION_CODE,DIRECT,SEA_BOOKINGS,SUBSCRIPTION_CODE,
SEA_BOOKINGS_VIEW,SUBSCRIPTION_REF_ID,DIRECT,SEA_BOOKINGS,SUBSCRIPTION_REF_ID,
SEA_BOOKINGS_VIEW,DATE_BOOKED,DIRECT,SEA_BOOKINGS,DATE_BOOKED,
SEA_BOOKINGS_VIEW,QUARTER_NUM,DERIVED,SEA_BOOKINGS,FISCAL_QUARTER_ID,CASE
SEA_BOOKINGS_VIEW,REGION,DERIVED,SEA_BOOKINGS,SALE_LEVEL_1,CASE
SEA_BOOKINGS_VIEW,VIEW_REFRESH_TIME,DERIVED,CALCULATED,CURRENTTIMESTAMP,CURRENTTIMESTAMP
SEA_BOOKINGS_MASTER_VIEW,FISCAL_YEAR,DIRECT,SEA_BOOKINGS,FISCAL_YEAR,
SEA_BOOKINGS_MASTER_VIEW,PRODUCTID,DIRECT,SEA_BOOKINGS,PRODUCTID,
SEA_BOOKINGS_MASTER_VIEW,NEW_RENEWAL,DIRECT,SEA_BOOKINGS,NEW_RENEWAL,
