repo_name,function_name,table_name,column_name,file_name
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL,COVERED_LINE_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL,CVD_ATTRIBUTE11,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL,CVD_ATTRIBUTE14,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL,EDWSF_SOURCE_DELETED_FLAG,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL,INSTANCE_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL,INVENTORY_ITEM_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL,LINE_CREATION_DATE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL,LINE_LAST_UPDATE_DATE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL,LINE_NUMBER,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL,MAINTENANCE_PO_NUMBER,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL,MAINTENANCE_SO_NUMBER,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL,PRICE_NEGOTIATED,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL,PRICE_UNIT,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL,SERVICE_LINE_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL,STS_CODE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL_H,CLE_ID_RENEWED,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL_H,CLE_ID_RENEWED_TO,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL_H,CONTRACT_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL_H,COVERED_LINE_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL_H,CVD_ATTRIBUTE11,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL_H,CVD_ATTRIBUTE14,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL_H,INSTANCE_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL_H,INVENTORY_ITEM_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL_H,PRICE_NEGOTIATED,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL_H,PRICE_UNIT,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL_H,SERVICE_LINE_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_CVDPRDLINE_DETAIL_H,STS_CODE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,ATTRIBUTE26,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,BILL_TO_SITE_USE_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,COVERED_STATUS,MCE-src.py
